"","YearMonth","Year","Month","Season","Cryto.Biovolume","Cyano.Biovolume","Diatoms.Biovolume","Greens.Biovolume","waterlevel.masl","Daphnia","RB5.ChlA","RB5.DO","RB5.NO3","RB5.pH","RB5.SD","RB5.SRP","RB5.SRSi","RB5.Temp","RB5.TON","RB5.TP"
"511",2012-05-01,2012,5,"Spring",330115.521,24935.39573,1636483.512,105314.8477,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"512",2012-05-01,2012,5,"Spring",330115.521,24935.39573,1636483.512,362941.9209,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"513",2012-05-01,2012,5,"Spring",330115.521,24935.39573,1636483.512,93410.89084,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"514",2012-05-01,2012,5,"Spring",330115.521,24935.39573,114054.541,105314.8477,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"515",2012-05-01,2012,5,"Spring",330115.521,24935.39573,114054.541,362941.9209,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"516",2012-05-01,2012,5,"Spring",330115.521,24935.39573,114054.541,93410.89084,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"517",2012-05-01,2012,5,"Spring",330115.521,1226.657828,208201.9996,105314.8477,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"518",2012-05-01,2012,5,"Spring",330115.521,1226.657828,208201.9996,362941.9209,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"519",2012-05-01,2012,5,"Spring",330115.521,1226.657828,208201.9996,93410.89084,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"520",2012-05-01,2012,5,"Spring",330115.521,1226.657828,1636483.512,105314.8477,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"521",2012-05-01,2012,5,"Spring",330115.521,1226.657828,1636483.512,362941.9209,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"522",2012-05-01,2012,5,"Spring",330115.521,1226.657828,1636483.512,93410.89084,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"523",2012-05-01,2012,5,"Spring",330115.521,1226.657828,114054.541,105314.8477,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"524",2012-05-01,2012,5,"Spring",330115.521,1226.657828,114054.541,362941.9209,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"525",2012-05-01,2012,5,"Spring",330115.521,1226.657828,114054.541,93410.89084,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"526",2012-05-01,2012,5,"Spring",1206202.48,4807.333502,208201.9996,105314.8477,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"527",2012-05-01,2012,5,"Spring",1206202.48,4807.333502,208201.9996,362941.9209,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"528",2012-05-01,2012,5,"Spring",1206202.48,4807.333502,208201.9996,93410.89084,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"529",2012-05-01,2012,5,"Spring",1206202.48,4807.333502,1636483.512,105314.8477,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"530",2012-05-01,2012,5,"Spring",1206202.48,4807.333502,1636483.512,362941.9209,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"531",2012-05-01,2012,5,"Spring",1206202.48,4807.333502,1636483.512,93410.89084,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"532",2012-05-01,2012,5,"Spring",1206202.48,4807.333502,114054.541,105314.8477,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"533",2012-05-01,2012,5,"Spring",1206202.48,4807.333502,114054.541,362941.9209,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"534",2012-05-01,2012,5,"Spring",1206202.48,4807.333502,114054.541,93410.89084,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"535",2012-05-01,2012,5,"Spring",1206202.48,24935.39573,208201.9996,105314.8477,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"536",2012-05-01,2012,5,"Spring",1206202.48,24935.39573,208201.9996,362941.9209,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"537",2012-05-01,2012,5,"Spring",1206202.48,24935.39573,208201.9996,93410.89084,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"538",2012-05-01,2012,5,"Spring",1206202.48,24935.39573,1636483.512,105314.8477,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"539",2012-05-01,2012,5,"Spring",1206202.48,24935.39573,1636483.512,362941.9209,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"540",2012-05-01,2012,5,"Spring",1206202.48,24935.39573,1636483.512,93410.89084,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"541",2012-05-01,2012,5,"Spring",1206202.48,24935.39573,114054.541,105314.8477,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"542",2012-05-01,2012,5,"Spring",1206202.48,24935.39573,114054.541,362941.9209,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"543",2012-05-01,2012,5,"Spring",1206202.48,24935.39573,114054.541,93410.89084,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"544",2012-05-01,2012,5,"Spring",1206202.48,1226.657828,208201.9996,105314.8477,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"545",2012-05-01,2012,5,"Spring",1206202.48,1226.657828,208201.9996,362941.9209,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"546",2012-05-01,2012,5,"Spring",1206202.48,1226.657828,208201.9996,93410.89084,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"547",2012-05-01,2012,5,"Spring",1206202.48,1226.657828,1636483.512,105314.8477,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"548",2012-05-01,2012,5,"Spring",1206202.48,1226.657828,1636483.512,362941.9209,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"549",2012-05-01,2012,5,"Spring",1206202.48,1226.657828,1636483.512,93410.89084,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"550",2012-05-01,2012,5,"Spring",1206202.48,1226.657828,114054.541,105314.8477,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"551",2012-05-01,2012,5,"Spring",1206202.48,1226.657828,114054.541,362941.9209,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"552",2012-05-01,2012,5,"Spring",1206202.48,1226.657828,114054.541,93410.89084,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"553",2012-05-01,2012,5,"Spring",262687.1331,4807.333502,208201.9996,105314.8477,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"554",2012-05-01,2012,5,"Spring",262687.1331,4807.333502,208201.9996,362941.9209,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"555",2012-05-01,2012,5,"Spring",262687.1331,4807.333502,208201.9996,93410.89084,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"556",2012-05-01,2012,5,"Spring",262687.1331,4807.333502,1636483.512,105314.8477,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"557",2012-05-01,2012,5,"Spring",262687.1331,4807.333502,1636483.512,362941.9209,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"558",2012-05-01,2012,5,"Spring",262687.1331,4807.333502,1636483.512,93410.89084,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"559",2012-05-01,2012,5,"Spring",262687.1331,4807.333502,114054.541,105314.8477,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"560",2012-05-01,2012,5,"Spring",262687.1331,4807.333502,114054.541,362941.9209,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"561",2012-05-01,2012,5,"Spring",262687.1331,4807.333502,114054.541,93410.89084,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"562",2012-05-01,2012,5,"Spring",262687.1331,24935.39573,208201.9996,105314.8477,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"563",2012-05-01,2012,5,"Spring",262687.1331,24935.39573,208201.9996,362941.9209,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"564",2012-05-01,2012,5,"Spring",262687.1331,24935.39573,208201.9996,93410.89084,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"565",2012-05-01,2012,5,"Spring",262687.1331,24935.39573,1636483.512,105314.8477,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"566",2012-05-01,2012,5,"Spring",262687.1331,24935.39573,1636483.512,362941.9209,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"567",2012-05-01,2012,5,"Spring",262687.1331,24935.39573,1636483.512,93410.89084,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"568",2012-05-01,2012,5,"Spring",262687.1331,24935.39573,114054.541,105314.8477,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"569",2012-05-01,2012,5,"Spring",262687.1331,24935.39573,114054.541,362941.9209,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"570",2012-05-01,2012,5,"Spring",262687.1331,24935.39573,114054.541,93410.89084,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"571",2012-05-01,2012,5,"Spring",262687.1331,1226.657828,208201.9996,105314.8477,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"572",2012-05-01,2012,5,"Spring",262687.1331,1226.657828,208201.9996,362941.9209,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"573",2012-05-01,2012,5,"Spring",262687.1331,1226.657828,208201.9996,93410.89084,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"574",2012-05-01,2012,5,"Spring",262687.1331,1226.657828,1636483.512,105314.8477,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"575",2012-05-01,2012,5,"Spring",262687.1331,1226.657828,1636483.512,362941.9209,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"576",2012-05-01,2012,5,"Spring",262687.1331,1226.657828,1636483.512,93410.89084,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"577",2012-05-01,2012,5,"Spring",262687.1331,1226.657828,114054.541,105314.8477,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"578",2012-05-01,2012,5,"Spring",262687.1331,1226.657828,114054.541,362941.9209,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"579",2012-05-01,2012,5,"Spring",262687.1331,1226.657828,114054.541,93410.89084,107.462784,15.6,6.39333333333333,NA,NA,NA,NA,4.43333333333333,1.04,NA,NA,28.6966666666667
"580",2012-06-01,2012,6,"Summer",353504.713,177906.312,616220.0019,520562.0093,107.433045,1.3,16.69,NA,NA,NA,NA,3.97,2.1,NA,NA,29.13
"581",2012-07-01,2012,7,"Summer",174414.0102,208420.6137,990578.3821,633104.2153,107.4776535,5.725,23.19,NA,NA,NA,NA,4.335,2.43,NA,NA,31.53
"582",2012-07-01,2012,7,"Summer",174414.0102,208420.6137,990578.3821,545062.5775,107.4776535,5.725,23.19,NA,NA,NA,NA,4.335,2.43,NA,NA,31.53
"583",2012-07-01,2012,7,"Summer",174414.0102,208420.6137,5748622.486,633104.2153,107.4776535,5.725,23.19,NA,NA,NA,NA,4.335,2.43,NA,NA,31.53
"584",2012-07-01,2012,7,"Summer",174414.0102,208420.6137,5748622.486,545062.5775,107.4776535,5.725,23.19,NA,NA,NA,NA,4.335,2.43,NA,NA,31.53
"585",2012-07-01,2012,7,"Summer",174414.0102,288122.4644,990578.3821,633104.2153,107.4776535,5.725,23.19,NA,NA,NA,NA,4.335,2.43,NA,NA,31.53
"586",2012-07-01,2012,7,"Summer",174414.0102,288122.4644,990578.3821,545062.5775,107.4776535,5.725,23.19,NA,NA,NA,NA,4.335,2.43,NA,NA,31.53
"587",2012-07-01,2012,7,"Summer",174414.0102,288122.4644,5748622.486,633104.2153,107.4776535,5.725,23.19,NA,NA,NA,NA,4.335,2.43,NA,NA,31.53
"588",2012-07-01,2012,7,"Summer",174414.0102,288122.4644,5748622.486,545062.5775,107.4776535,5.725,23.19,NA,NA,NA,NA,4.335,2.43,NA,NA,31.53
"589",2012-07-01,2012,7,"Summer",345460.8105,208420.6137,990578.3821,633104.2153,107.4776535,5.725,23.19,NA,NA,NA,NA,4.335,2.43,NA,NA,31.53
"590",2012-07-01,2012,7,"Summer",345460.8105,208420.6137,990578.3821,545062.5775,107.4776535,5.725,23.19,NA,NA,NA,NA,4.335,2.43,NA,NA,31.53
"591",2012-07-01,2012,7,"Summer",345460.8105,208420.6137,5748622.486,633104.2153,107.4776535,5.725,23.19,NA,NA,NA,NA,4.335,2.43,NA,NA,31.53
"592",2012-07-01,2012,7,"Summer",345460.8105,208420.6137,5748622.486,545062.5775,107.4776535,5.725,23.19,NA,NA,NA,NA,4.335,2.43,NA,NA,31.53
"593",2012-07-01,2012,7,"Summer",345460.8105,288122.4644,990578.3821,633104.2153,107.4776535,5.725,23.19,NA,NA,NA,NA,4.335,2.43,NA,NA,31.53
"594",2012-07-01,2012,7,"Summer",345460.8105,288122.4644,990578.3821,545062.5775,107.4776535,5.725,23.19,NA,NA,NA,NA,4.335,2.43,NA,NA,31.53
"595",2012-07-01,2012,7,"Summer",345460.8105,288122.4644,5748622.486,633104.2153,107.4776535,5.725,23.19,NA,NA,NA,NA,4.335,2.43,NA,NA,31.53
"596",2012-07-01,2012,7,"Summer",345460.8105,288122.4644,5748622.486,545062.5775,107.4776535,5.725,23.19,NA,NA,NA,NA,4.335,2.43,NA,NA,31.53
"597",2012-08-01,2012,8,"Summer",308322.9046,178339.0773,1293842.618,354349.3374,107.19265475,1.1,28.025,NA,NA,NA,NA,3.085,1.25,NA,NA,32.61
"598",2012-08-01,2012,8,"Summer",308322.9046,178339.0773,1293842.618,620669.2858,107.19265475,1.1,28.025,NA,NA,NA,NA,3.085,1.25,NA,NA,32.61
"599",2012-08-01,2012,8,"Summer",308322.9046,178339.0773,11176587.63,354349.3374,107.19265475,1.1,28.025,NA,NA,NA,NA,3.085,1.25,NA,NA,32.61
"600",2012-08-01,2012,8,"Summer",308322.9046,178339.0773,11176587.63,620669.2858,107.19265475,1.1,28.025,NA,NA,NA,NA,3.085,1.25,NA,NA,32.61
"601",2012-08-01,2012,8,"Summer",308322.9046,1026742.496,1293842.618,354349.3374,107.19265475,1.1,28.025,NA,NA,NA,NA,3.085,1.25,NA,NA,32.61
"602",2012-08-01,2012,8,"Summer",308322.9046,1026742.496,1293842.618,620669.2858,107.19265475,1.1,28.025,NA,NA,NA,NA,3.085,1.25,NA,NA,32.61
"603",2012-08-01,2012,8,"Summer",308322.9046,1026742.496,11176587.63,354349.3374,107.19265475,1.1,28.025,NA,NA,NA,NA,3.085,1.25,NA,NA,32.61
"604",2012-08-01,2012,8,"Summer",308322.9046,1026742.496,11176587.63,620669.2858,107.19265475,1.1,28.025,NA,NA,NA,NA,3.085,1.25,NA,NA,32.61
"605",2012-08-01,2012,8,"Summer",525344.1806,178339.0773,1293842.618,354349.3374,107.19265475,1.1,28.025,NA,NA,NA,NA,3.085,1.25,NA,NA,32.61
"606",2012-08-01,2012,8,"Summer",525344.1806,178339.0773,1293842.618,620669.2858,107.19265475,1.1,28.025,NA,NA,NA,NA,3.085,1.25,NA,NA,32.61
"607",2012-08-01,2012,8,"Summer",525344.1806,178339.0773,11176587.63,354349.3374,107.19265475,1.1,28.025,NA,NA,NA,NA,3.085,1.25,NA,NA,32.61
"608",2012-08-01,2012,8,"Summer",525344.1806,178339.0773,11176587.63,620669.2858,107.19265475,1.1,28.025,NA,NA,NA,NA,3.085,1.25,NA,NA,32.61
"609",2012-08-01,2012,8,"Summer",525344.1806,1026742.496,1293842.618,354349.3374,107.19265475,1.1,28.025,NA,NA,NA,NA,3.085,1.25,NA,NA,32.61
"610",2012-08-01,2012,8,"Summer",525344.1806,1026742.496,1293842.618,620669.2858,107.19265475,1.1,28.025,NA,NA,NA,NA,3.085,1.25,NA,NA,32.61
"611",2012-08-01,2012,8,"Summer",525344.1806,1026742.496,11176587.63,354349.3374,107.19265475,1.1,28.025,NA,NA,NA,NA,3.085,1.25,NA,NA,32.61
"612",2012-08-01,2012,8,"Summer",525344.1806,1026742.496,11176587.63,620669.2858,107.19265475,1.1,28.025,NA,NA,NA,NA,3.085,1.25,NA,NA,32.61
"613",2012-09-01,2012,9,"Autumn",89469.53538,179682.5404,12904067.05,226613.5881,107.02909025,0.9,44.805,NA,NA,NA,NA,5.16,0.45,NA,NA,42.97
"614",2012-09-01,2012,9,"Autumn",89469.53538,179682.5404,12904067.05,787596.871,107.02909025,0.9,44.805,NA,NA,NA,NA,5.16,0.45,NA,NA,42.97
"615",2012-09-01,2012,9,"Autumn",89469.53538,179682.5404,4563126.56,226613.5881,107.02909025,0.9,44.805,NA,NA,NA,NA,5.16,0.45,NA,NA,42.97
"616",2012-09-01,2012,9,"Autumn",89469.53538,179682.5404,4563126.56,787596.871,107.02909025,0.9,44.805,NA,NA,NA,NA,5.16,0.45,NA,NA,42.97
"617",2012-09-01,2012,9,"Autumn",89469.53538,1076764.755,12904067.05,226613.5881,107.02909025,0.9,44.805,NA,NA,NA,NA,5.16,0.45,NA,NA,42.97
"618",2012-09-01,2012,9,"Autumn",89469.53538,1076764.755,12904067.05,787596.871,107.02909025,0.9,44.805,NA,NA,NA,NA,5.16,0.45,NA,NA,42.97
"619",2012-09-01,2012,9,"Autumn",89469.53538,1076764.755,4563126.56,226613.5881,107.02909025,0.9,44.805,NA,NA,NA,NA,5.16,0.45,NA,NA,42.97
"620",2012-09-01,2012,9,"Autumn",89469.53538,1076764.755,4563126.56,787596.871,107.02909025,0.9,44.805,NA,NA,NA,NA,5.16,0.45,NA,NA,42.97
"621",2012-09-01,2012,9,"Autumn",441325.1191,179682.5404,12904067.05,226613.5881,107.02909025,0.9,44.805,NA,NA,NA,NA,5.16,0.45,NA,NA,42.97
"622",2012-09-01,2012,9,"Autumn",441325.1191,179682.5404,12904067.05,787596.871,107.02909025,0.9,44.805,NA,NA,NA,NA,5.16,0.45,NA,NA,42.97
"623",2012-09-01,2012,9,"Autumn",441325.1191,179682.5404,4563126.56,226613.5881,107.02909025,0.9,44.805,NA,NA,NA,NA,5.16,0.45,NA,NA,42.97
"624",2012-09-01,2012,9,"Autumn",441325.1191,179682.5404,4563126.56,787596.871,107.02909025,0.9,44.805,NA,NA,NA,NA,5.16,0.45,NA,NA,42.97
"625",2012-09-01,2012,9,"Autumn",441325.1191,1076764.755,12904067.05,226613.5881,107.02909025,0.9,44.805,NA,NA,NA,NA,5.16,0.45,NA,NA,42.97
"626",2012-09-01,2012,9,"Autumn",441325.1191,1076764.755,12904067.05,787596.871,107.02909025,0.9,44.805,NA,NA,NA,NA,5.16,0.45,NA,NA,42.97
"627",2012-09-01,2012,9,"Autumn",441325.1191,1076764.755,4563126.56,226613.5881,107.02909025,0.9,44.805,NA,NA,NA,NA,5.16,0.45,NA,NA,42.97
"628",2012-09-01,2012,9,"Autumn",441325.1191,1076764.755,4563126.56,787596.871,107.02909025,0.9,44.805,NA,NA,NA,NA,5.16,0.45,NA,NA,42.97
"629",2012-10-01,2012,10,"Autumn",323185.2974,174288.1596,3442575.888,703594.1329,107.155481,0.45,42.79,NA,NA,NA,NA,4.315,1.48,NA,NA,38.27
"630",2012-10-01,2012,10,"Autumn",323185.2974,174288.1596,3442575.888,298876.5543,107.155481,0.45,42.79,NA,NA,NA,NA,4.315,1.48,NA,NA,38.27
"631",2012-10-01,2012,10,"Autumn",323185.2974,174288.1596,6442359.235,703594.1329,107.155481,0.45,42.79,NA,NA,NA,NA,4.315,1.48,NA,NA,38.27
"632",2012-10-01,2012,10,"Autumn",323185.2974,174288.1596,6442359.235,298876.5543,107.155481,0.45,42.79,NA,NA,NA,NA,4.315,1.48,NA,NA,38.27
"633",2012-10-01,2012,10,"Autumn",323185.2974,304317.5934,3442575.888,703594.1329,107.155481,0.45,42.79,NA,NA,NA,NA,4.315,1.48,NA,NA,38.27
"634",2012-10-01,2012,10,"Autumn",323185.2974,304317.5934,3442575.888,298876.5543,107.155481,0.45,42.79,NA,NA,NA,NA,4.315,1.48,NA,NA,38.27
"635",2012-10-01,2012,10,"Autumn",323185.2974,304317.5934,6442359.235,703594.1329,107.155481,0.45,42.79,NA,NA,NA,NA,4.315,1.48,NA,NA,38.27
"636",2012-10-01,2012,10,"Autumn",323185.2974,304317.5934,6442359.235,298876.5543,107.155481,0.45,42.79,NA,NA,NA,NA,4.315,1.48,NA,NA,38.27
"637",2012-10-01,2012,10,"Autumn",418438.6794,174288.1596,3442575.888,703594.1329,107.155481,0.45,42.79,NA,NA,NA,NA,4.315,1.48,NA,NA,38.27
"638",2012-10-01,2012,10,"Autumn",418438.6794,174288.1596,3442575.888,298876.5543,107.155481,0.45,42.79,NA,NA,NA,NA,4.315,1.48,NA,NA,38.27
"639",2012-10-01,2012,10,"Autumn",418438.6794,174288.1596,6442359.235,703594.1329,107.155481,0.45,42.79,NA,NA,NA,NA,4.315,1.48,NA,NA,38.27
"640",2012-10-01,2012,10,"Autumn",418438.6794,174288.1596,6442359.235,298876.5543,107.155481,0.45,42.79,NA,NA,NA,NA,4.315,1.48,NA,NA,38.27
"641",2012-10-01,2012,10,"Autumn",418438.6794,304317.5934,3442575.888,703594.1329,107.155481,0.45,42.79,NA,NA,NA,NA,4.315,1.48,NA,NA,38.27
"642",2012-10-01,2012,10,"Autumn",418438.6794,304317.5934,3442575.888,298876.5543,107.155481,0.45,42.79,NA,NA,NA,NA,4.315,1.48,NA,NA,38.27
"643",2012-10-01,2012,10,"Autumn",418438.6794,304317.5934,6442359.235,703594.1329,107.155481,0.45,42.79,NA,NA,NA,NA,4.315,1.48,NA,NA,38.27
"644",2012-10-01,2012,10,"Autumn",418438.6794,304317.5934,6442359.235,298876.5543,107.155481,0.45,42.79,NA,NA,NA,NA,4.315,1.48,NA,NA,38.27
"645",2012-11-01,2012,11,"Autumn",281440.0628,190420.6661,7928264.722,151662.3518,107.1802635,0.04,36.66,NA,NA,NA,NA,5.00666666666667,0.556666666666667,NA,NA,36.7966666666667
"646",2012-11-01,2012,11,"Autumn",281440.0628,190420.6661,7928264.722,441938.7392,107.1802635,0.04,36.66,NA,NA,NA,NA,5.00666666666667,0.556666666666667,NA,NA,36.7966666666667
"647",2012-11-01,2012,11,"Autumn",281440.0628,190420.6661,7928264.722,366096.0204,107.1802635,0.04,36.66,NA,NA,NA,NA,5.00666666666667,0.556666666666667,NA,NA,36.7966666666667
"648",2012-11-01,2012,11,"Autumn",281440.0628,190420.6661,5113719.987,151662.3518,107.1802635,0.04,36.66,NA,NA,NA,NA,5.00666666666667,0.556666666666667,NA,NA,36.7966666666667
